# # Time Flux
5.593242845590000070e+04 9.833746210885508390e+02
5.593244888889999856e+04 9.387585033548973570e+02
5.593246932199999719e+04 8.049815359421064613e+02
5.593248975480000081e+04 4.944105250421770847e+02
5.593251018779999868e+04 2.424008456347604010e+02
5.593253062089999730e+04 2.567600969662908597e+02
5.593255105380000168e+04 6.749665995764430590e+02
5.593257148669999879e+04 4.813754800849778803e+02
5.593259191979999741e+04 1.217981254664213253e+02
5.593261235280000255e+04 2.176513928056067471e+02
5.593263278559999890e+04 2.665899200253729759e+02
5.593265321869999752e+04 4.764962614496326410e+02
5.593267365170000267e+04 4.379443664384030512e+02
5.593269408480000129e+04 1.470330016566379072e+02
5.593271451769999840e+04 1.058454624011106944e+03
5.593273495060000278e+04 5.383306313393454730e+02
5.593275538360000064e+04 3.215623108898668647e+00
5.593277581659999851e+04 5.440450636984284074e+02
5.593279624959999637e+04 -4.345113233321651478e+02
5.593281668250000075e+04 1.906711340895483886e+02
5.593283711549999862e+04 4.480525940719903701e+02
5.593285754859999724e+04 4.982439418779183029e+02
5.593287798150000162e+04 3.680219867259193620e+02
5.593289841449999949e+04 7.369401717534085492e+02
5.593291884749999736e+04 6.180114483222976105e+02
5.593293928040000173e+04 3.800826156716840956e+02
5.593295971339999960e+04 1.150343220179816939e+02
5.593298014649999823e+04 1.903927295150431576e+02
5.593300057940000261e+04 1.329521548998346816e+02
5.593302101229999971e+04 2.136787736826128992e+02
5.593304144539999834e+04 1.997371292130623033e+02
5.593306187840000348e+04 5.388196239897170017e+02
5.593308231140000134e+04 7.314327581802170926e+02
5.593310274439999921e+04 5.800163624603005701e+02
5.593312317739999708e+04 8.258261861473492900e+02
5.593314361030000146e+04 9.445443215025939026e+02
5.593316404329999932e+04 1.078603262779642591e+03
5.593318447629999719e+04 1.376067842933981183e+03
5.593320490930000233e+04 1.358082193553267189e+03
5.593322534230000019e+04 1.312909266670159241e+03
5.593324577539999882e+04 1.132492394423145697e+03
5.593326620830000320e+04 9.536067473367993443e+02
5.593328664120000030e+04 8.986753831830008039e+02
5.593330707429999893e+04 2.871561656558885147e+02
5.593332750729999680e+04 5.821793518479001932e+02
5.593334794020000118e+04 2.639415072767104107e+02
5.593336837329999980e+04 6.165480396607136981e+02
5.593338880629999767e+04 8.751109344407037725e+02
5.593340923910000129e+04 6.647869861544642163e+02
5.593342967219999991e+04 3.878208351315581695e+02
5.593345010509999702e+04 5.878259677083441375e+02
5.593347053820000292e+04 3.931890464172749375e+02
5.593349097120000079e+04 9.522825409622460029e+02
5.593351140409999789e+04 1.019345919850422888e+03
5.593353183719999652e+04 9.973198348474099930e+02
5.593355227020000166e+04 9.733377792433550439e+02
5.593357270309999876e+04 7.782796818007752790e+02
5.593359313619999739e+04 -1.532683542115886866e+01
5.593361356910000177e+04 1.763832685464095107e+02
5.593363400209999963e+04 -6.273413748048017879e+01
5.593365443509999750e+04 -7.666908123729054978e+02
5.593367486810000264e+04 -5.130071362281496476e+02
5.593369530120000127e+04 -8.884107201294622200e+02
5.593371573409999837e+04 -9.019347577369219380e+02
5.593373616710000351e+04 -3.588709419710678503e+02
5.593375660020000214e+04 -7.453607388068217006e+02
5.593377703320000001e+04 -8.585036440901250216e+02
5.593379746609999711e+04 -9.372100450619758476e+02
5.593381789920000301e+04 -7.295345095242877278e+02
5.593383833220000088e+04 -3.211578299731065727e+02
5.593385876519999874e+04 -7.074370387331052825e+02
5.593387919819999661e+04 -7.883706763021081088e+02
5.593389963110000099e+04 -7.373441147724424809e+02
5.593392006419999962e+04 -7.409669435324284450e+02
5.593394049709999672e+04 -2.671294960422399072e+02
5.593396093010000186e+04 -2.477518237881115510e+02
5.593398136320000049e+04 -3.110496023394082385e+02
5.593400179609999759e+04 -1.244971215815793357e+02
5.593402222910000273e+04 8.394224189167687200e+01
5.593404266220000136e+04 7.000059742212627611e+01
5.593406309509999846e+04 4.267411763270168024e+01
5.593408352819999709e+04 -2.561860546844707756e+02
5.593410396110000147e+04 -7.049956447707783127e+02
5.593412439409999934e+04 -4.251704929234545602e+02
5.593414482719999796e+04 -4.757116310922793332e+02
5.593416526010000234e+04 -2.810033240127074237e+02
5.593418569310000021e+04 -4.641399947967750563e+02
5.593420612619999883e+04 -2.977325835181732145e+02
5.593422655910000321e+04 -8.072629251952845379e+02
5.593424699220000184e+04 -6.917500117379349831e+02
5.593426742519999971e+04 3.871926401937120090e+02
5.593428785819999757e+04 4.623440289046598650e+02
5.593430829120000271e+04 2.925243769416052828e+02
5.593432872420000058e+04 2.074753486727143468e+02
5.593436959020000359e+04 3.747144043859673843e+02
5.593439002320000145e+04 5.320558205412772850e+02
5.593441045619999932e+04 5.834357417233704837e+02
5.593443088929999794e+04 1.662750409128221918e+02
5.593445132220000232e+04 1.664142432000747931e+02
5.593447175530000095e+04 3.036784063752406837e+02
5.593449218829999882e+04 -3.975620392698830869e+02
5.593451262129999668e+04 1.517730180047305453e+02
5.593453305440000258e+04 5.331016223408813630e+02
5.593455348740000045e+04 5.295466100798673779e+02
5.593457392029999755e+04 4.358071714505307170e+01
5.593459435340000346e+04 -7.609763800137114913e+02
5.593461478640000132e+04 -1.246453280298043182e+03
5.593463521949999995e+04 -7.831452365930636006e+02
5.593465565239999705e+04 -1.063527197589619846e+03
5.593467608540000219e+04 -1.256911298294860444e+03
5.593469651850000082e+04 -1.688502636225219703e+03
5.593471695139999792e+04 -1.806803164718706512e+03
5.593473738430000230e+04 -1.613561835590249302e+03
5.593475781740000093e+04 -1.313934266048089057e+03
5.593477825039999880e+04 -1.645000136790142278e+03
5.593479868349999742e+04 -1.549775064388581086e+03
5.593481911650000256e+04 -1.655529540575351120e+03
5.593483954950000043e+04 -8.856195358040164365e+02
5.593485998259999906e+04 -8.923833392525671115e+02
5.593488041550000344e+04 -2.572318564842968271e+02
5.593490084850000130e+04 -1.963719026060184376e+02
5.593492128159999993e+04 2.446994680205261261e+02
5.593494171459999779e+04 3.465749359832237531e+01
5.593496214750000217e+04 -5.994295315492337295e+01
5.593498258070000156e+04 2.658939085886657949e+02
5.593500301369999943e+04 -3.875930139233263390e+02
5.593502344669999729e+04 7.267641276207381225e+02
5.593504387970000244e+04 4.169605139456855341e+02
5.593506431270000030e+04 6.113190306622495882e+02
5.593508474579999893e+04 4.631114261295365964e+02
5.593510517870000331e+04 4.979655373031910131e+02
5.593512561180000193e+04 2.088673715461286520e+02
5.593514604490000056e+04 3.257758771662011554e+02
5.593516647779999766e+04 -9.417243868037328980e+01
5.593518691090000357e+04 1.635552423757680174e+02
5.593520734390000143e+04 2.548790814427270845e+02
5.593522777679999854e+04 2.714691386607182153e+02
5.593524820989999716e+04 -3.714205635673151278e+02
5.593526864300000307e+04 1.650186510373519013e+02
5.593528907590000017e+04 2.731431353981683969e+02
5.593530950899999880e+04 3.801504321707671465e+02
5.593532994199999666e+04 4.922511049438860482e+02
5.593535037490000104e+04 5.432812357630823499e+02
5.593537080810000043e+04 5.851061691712900483e+02
5.593539124099999754e+04 8.295204006956158764e+02
5.593541167410000344e+04 7.084286878769053146e+02
5.593543210710000130e+04 1.160168664575689263e+03
5.593545253999999841e+04 8.201795702869052320e+02
5.593547297309999703e+04 7.094744896765092790e+02
5.593549340620000294e+04 5.294074077926147766e+02
5.593551383920000080e+04 3.595877558295601375e+02
5.593553427219999867e+04 4.007166778012827422e+02
5.593555470519999653e+04 -2.084325315517831996e+02
5.593557513840000320e+04 -2.715232913166332196e+02
5.593559557130000030e+04 -2.418224246902855867e+01
5.593561600429999817e+04 -2.710342986663727629e+02
5.593563643739999679e+04 1.793779023688824168e+02
5.593565687040000194e+04 6.537043425094424265e+02
